job_id,title,role_name,company,city,work_mode,experience_level,min_experience,max_experience,industry,salary_lpa,posted_date,skills,description
JG-169,Business Intelligence Analyst,BI Analyst,TrueNorth Commerce,Gurugram,Hybrid,Entry,0,2,FinTech,5.8,2026-02-13,SQL|Excel|DAX|Power BI|Dashboarding|Stakeholder Management,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes SQL, Excel, DAX, Power BI and strong reporting discipline."
JG-170,Data Analyst,Data Analyst,PrimeBasket,Pune,Remote,Entry,0,2,Logistics,4.1,2026-02-21,ETL|Excel|SQL|Data Cleaning|Communication|Stakeholder Management|Power BI|Tableau,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes ETL, Excel, SQL, Data Cleaning and strong reporting discipline."
JG-171,Data Analyst,Data Analyst,InsightForge,Bengaluru,Remote,Entry,0,2,SaaS,4.5,2026-03-22,Data Cleaning|Excel|Communication|Python|Power BI|SQL,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Excel, Communication, Python and strong reporting discipline."
JG-172,Insights Analyst,Business Analyst,SignalCraft,Gurugram,Remote,Entry,0,2,Logistics,5.8,2026-02-02,SQL|Stakeholder Management|Communication|Power BI|Excel|Dashboarding,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes SQL, Stakeholder Management, Communication, Power BI and strong reporting discipline."
JG-173,Junior Data Analyst,Data Analyst,ScalePoint,Hyderabad,Remote,Entry,0,2,Consulting,4.1,2026-03-22,Excel|Tableau|Data Cleaning|Power BI|Dashboarding|A/B Testing|SQL,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Excel, Tableau, Data Cleaning, Power BI and strong reporting discipline."
JG-174,Reporting Analyst - Power BI,Power BI Analyst,DataNook Consulting,Pune,On-site,Entry,0,2,FinTech,5.6,2026-01-26,Power BI|SQL|Excel|Dashboarding|DAX|Data Modeling,"Support business teams in Pune by turning raw operational data into decision-ready insights. The role emphasizes Power BI, SQL, Excel, Dashboarding and strong reporting discipline."
JG-175,MIS Analyst,Reporting Analyst,LedgerLoop,Hyderabad,On-site,Entry,0,2,SaaS,4.6,2026-01-13,Dashboarding|SQL|Excel|Communication|Stakeholder Management|Data Cleaning,"Support business teams in Hyderabad by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, SQL, Excel, Communication and strong reporting discipline."
JG-176,Data Analyst - Reporting,Data Analyst,BlueOrbit Analytics,Gurugram,Hybrid,Entry,0,2,Logistics,5.2,2026-03-18,Dashboarding|Tableau|Data Cleaning|SQL|Excel|Python,"Support business teams in Gurugram by turning raw operational data into decision-ready insights. The role emphasizes Dashboarding, Tableau, Data Cleaning, SQL and strong reporting discipline."
JG-177,Insights Analyst,Business Analyst,PrimeBasket,Mumbai,Hybrid,Intern,0,0,EdTech,3.8,2026-02-04,SQL|Excel|Python|Documentation|Communication|A/B Testing,"Support business teams in Mumbai by turning raw operational data into decision-ready insights. The role emphasizes SQL, Excel, Python, Documentation and strong reporting discipline."
JG-178,Insights Analyst,Business Analyst,DataNook Consulting,Bengaluru,Hybrid,Mid,2,5,Logistics,8.0,2026-01-24,Python|SQL|Excel|Data Cleaning|Stakeholder Management|Power BI,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes Python, SQL, Excel, Data Cleaning and strong reporting discipline."
JG-179,Business Analyst - Analytics,Business Analyst,SignalCraft,Bengaluru,Remote,Entry,0,2,SaaS,5.2,2026-02-24,SQL|Excel|Statistics|Documentation|Stakeholder Management|Communication,"Support business teams in Bengaluru by turning raw operational data into decision-ready insights. The role emphasizes SQL, Excel, Statistics, Documentation and strong reporting discipline."
JG-180,Reporting Analyst,Reporting Analyst,ScalePoint,New Delhi,Hybrid,Entry,0,2,Logistics,4.9,2026-01-21,Data Cleaning|Power BI|Tableau|Power Query|Excel|SQL,"Support business teams in New Delhi by turning raw operational data into decision-ready insights. The role emphasizes Data Cleaning, Power BI, Tableau, Power Query and strong reporting discipline."
